attack,metric,category,preset,ssim,psnr,mse,l_inf,mae,abs_gain,param_name,param_val
square-attack,koncept,3,5-6,0.8938158944401867,30.700484766233526,0.0009141155656408744,0.06274509803921569,0.014484273461421525,0.26168672460726805,eps,0.06274507928498864
ifgsm,paq2piq,0,1-2,0.988998756966803,46.48108474714066,2.496147113599109e-05,0.00784313725490196,0.004094252260603887,0.5208077018372099,alpha,0.0007843126884483477
ifgsm,paq2piq,1,2-3,0.9700250734457707,41.74710506496291,7.383884795366224e-05,0.01568627450980392,0.00682879954104068,0.7717497969909513,alpha,0.001568626072197761
ifgsm,paq2piq,2,4-5,0.9191211341812526,36.81171610015403,0.00022175281286416525,0.03137254901960784,0.011575733949465303,1.0922208761798378,alpha,0.00326284464336808
madc,paq2piq,0,5-6,0.9984838424949057,54.830465518267786,3.4339274164887687e-06,0.00784313725490196,0.0010154305402957234,0.32853782209569093,lr,0.0009803891890329075
madc,paq2piq,1,6-7,0.993162415657511,48.68796477943876,1.5592237755088426e-05,0.01568627450980392,0.0022718693653729135,0.556192502907745,lr,0.001960781582696025
madc,paq2piq,2,7-8,0.9673990050204138,42.23567081603818,7.597295003215011e-05,0.03137254901960784,0.005369287075194464,0.8563380014921744,lr,0.003921558548824352
madc,paq2piq,3,8-9,0.8695754128511866,35.63388259730122,0.00037033456164179107,0.06274509803921569,0.012579686667813526,1.200327181896502,lr,0.007843129035691567
cnn-attack,paq2piq,0,-2--1,0.9629563134965403,45.69721847518636,8.294817976380929e-05,0.00784313725490196,0.006535480346243152,0.07695498864392702,Amplitude,0.019999906491424007
cnn-attack,paq2piq,1,-2--1,0.9031188730483105,38.77065018454169,0.00022454723845353872,0.01568627450980392,0.012989209403160094,0.2307368033069774,Amplitude,0.03999986927399326
cnn-attack,paq2piq,2,-1-0,0.7591660117157457,31.74092870127508,0.00081508980868663,0.03137254901960784,0.02568070195280408,0.7051906127871094,Amplitude,0.0799998519459937
cnn-attack,paq2piq,3,0-1,0.5336931920155616,25.73242729227787,0.0030849414206136896,0.06274509803921569,0.05021610646746629,1.281116303053449,Amplitude,0.15999990018432886
diff-evolve-uap,paq2piq,1,0-1,0.9149713725682788,38.688607047546284,0.0001712863384406292,0.01568627450980392,0.011200275314858007,-0.009352913004842513,Amplitude,0.1568623090673373
diff-evolve-uap,paq2piq,2,2-3,0.7729671799075823,32.44420908380406,0.0006043661386220887,0.03137254901960784,0.021721905890480838,-0.024813898669302975,Amplitude,0.31372510932059344
diff-evolve-uap,paq2piq,3,5-6,0.5515288032971917,26.66157394639363,0.002182102888712978,0.06274509803921569,0.04121718127550933,0.0655043960436354,Amplitude,0.6274506436205435
stadv,paq2piq,0,2-3,0.9999985417270606,92.94196510368312,4.0706289515882316e-08,0.00784313725490196,8.38478428971991e-06,0.0055965314482423235,lr,0.41583225777684346
stadv,paq2piq,1,3-4,0.9999965705536467,84.83965326303624,1.067651737127002e-07,0.01568627450980392,1.750790989108e-05,0.00899534113027363,lr,0.593179075616096
stadv,paq2piq,2,4-5,0.9999123698279132,76.48465376384898,2.210672456678192e-06,0.03137254901960784,5.192989396346655e-05,0.01564279481091676,lr,0.8258964990758669
stadv,paq2piq,3,4-5,0.9995699605805247,70.84841312314069,1.0676352490771859e-05,0.06274509803921569,0.00015552792828629406,0.032190107728329746,lr,1.0411812780287613
korhonen-et-al,paq2piq,0,3-4,0.9955811755573677,49.57716255281336,1.4432671700654469e-05,0.00784313725490196,0.0028026703819695256,0.3582369802210733,lr,0.0007782808399814285
korhonen-et-al,paq2piq,1,4-5,0.98685284020435,44.514155459602605,4.6088241525538254e-05,0.01568627450980392,0.0048977671052067955,0.5348573341683394,lr,0.0015588850559225625
korhonen-et-al,paq2piq,2,5-6,0.9627378624722156,39.52534610572105,0.00014439247371276644,0.03137254901960784,0.008498840371964446,0.757364764379499,lr,0.0031285269357650856
korhonen-et-al,paq2piq,3,6-7,0.9022961302545561,34.49692830081948,0.0004527079852036035,0.06274509803921569,0.014859877859841669,1.0261923462317157,lr,0.006290208938324706
uap,paq2piq,0,-1-1,0.9647858167640735,44.56357012991677,7.461409886182247e-05,0.00784313725490196,0.006685511511785157,0.016849736560798308,Amplitude,0.07843085325409549
uap,paq2piq,1,-1-1,0.8997683408031294,38.10508709884586,0.00022404837524535423,0.01568627450980392,0.013269247848988527,0.07817552720234466,Amplitude,0.15686231050841132
uap,paq2piq,2,2-3,0.7463912127970059,31.21232343753396,0.0007882145517570638,0.03137254901960784,0.026163617661131424,0.514504334356207,Amplitude,0.31372510932059344
uap,paq2piq,3,5-6,0.5095698648917752,25.254942248955373,0.0030073756489539007,0.06274509803921569,0.05114292698942234,1.351888371852066,Amplitude,0.6274506436205433
ssah,paq2piq,0,4-5,0.9933011932004904,48.22476656237587,1.5390331419977474e-05,0.00784313725490196,0.0031844928339973665,0.4179115230670037,lr,0.0007729135337267603
ssah,paq2piq,1,5-6,0.9831806755499441,44.16812076759848,4.1639997933565324e-05,0.01568627450980392,0.004910279040030288,0.5623446118483401,lr,0.0015473320034892827
ssah,paq2piq,2,6-7,0.9601595199387571,40.0758578055226,0.00010617147154865219,0.03137254901960784,0.007474710570130549,0.7203512201470267,lr,0.003099930682699575
ssah,paq2piq,3,8-9,0.9136288544092686,36.11284050453804,0.0002546996190199042,0.06274509803921569,0.011094986412605912,0.8767745447050029,lr,0.006220531789143583
grad-est,paq2piq,0,-2-0,0.9810913699603633,46.206349339949675,2.8407893967042822e-05,0.00784313725490196,0.00446059639496234,0.03137971233460719,eps,0.007843123246226276
grad-est,paq2piq,1,1-2,0.939241366489104,40.11974281360779,0.00010239363127861068,0.01568627450980392,0.008713785726587864,0.08525551331553735,eps,0.01568625387958473
grad-est,paq2piq,2,3-4,0.8320446465706992,34.3568400868072,0.0003824743962188886,0.03137254901960784,0.01675344962044989,0.20395595836149824,eps,0.03137253394199675
grad-est,paq2piq,3,5-6,0.7150475581392326,30.529621244404666,0.0008946016119219407,0.06274509803921569,0.02423675567583408,0.3259909751760494,eps,0.06274507912772695
zhang-et-al-dists,paq2piq,0,3-4,0.9896630240170672,47.19653974612699,2.3761832744895235e-05,0.00784313725490196,0.004011694143204216,0.43827408994913397,lr,0.0007731118764836337
zhang-et-al-dists,paq2piq,1,4-5,0.9712367923862127,42.35247971610534,7.264999729588921e-05,0.01568627450980392,0.00682296234890886,0.6326215290086239,lr,0.0015477018553904688
zhang-et-al-dists,paq2piq,2,5-6,0.921934577245831,37.44533610177262,0.00022504452124905762,0.03137254901960784,0.01174296605967817,0.8742175486064971,lr,0.0030999401360705123
zhang-et-al-dists,paq2piq,3,6-7,0.8062400493001862,32.28806156659684,0.0007275989158676307,0.06274509803921569,0.02087084813709123,1.1663434927698946,lr,0.006214573700937332
square-attack,paq2piq,0,-2-0,0.9909962057832936,47.84282392900759,1.9945354111445624e-05,0.00784313725490196,0.002337522832862807,0.0828696004640784,eps,0.007843123413085283
square-attack,paq2piq,1,1-2,0.9737105160628539,41.611340480436574,7.265591970104869e-05,0.01568627450980392,0.0045487976448220745,0.14950333705485258,eps,0.015686254173282427
square-attack,paq2piq,2,3-4,0.9364966498048873,35.88837896247165,0.0002722434674093775,0.03137254901960784,0.008556659629958708,0.25232768330680244,eps,0.03137253412354922
square-attack,paq2piq,3,5-6,0.881953298943412,30.301674174698228,0.0009902518465425615,0.06274509803921569,0.015684695988141054,0.3869550859761175,eps,0.06274507928498864
ifgsm,fpr,0,1-2,0.9919193683627895,48.03551638325713,1.8834404708989814e-05,0.00784313725490196,0.0033629879840937275,3.465347338313647,alpha,0.0007843126884483477
ifgsm,fpr,1,2-3,0.9760378350219048,43.17001444759624,5.6729735036559706e-05,0.01568627450980392,0.005711865474291844,5.051997783630938,alpha,0.001568626072197761
ifgsm,fpr,2,4-5,0.9273251640702539,37.90904563011429,0.00017848669292244845,0.03137254901960784,0.010066935197606649,7.437708837190598,alpha,0.00326284464336808
madc,fpr,0,5-6,0.9963384843294123,52.34119344245898,6.149956304535916e-06,0.00784313725490196,0.0016966164842933068,2.5440004210201335,lr,0.0009803891890329075
madc,fpr,1,6-7,0.9837578135668738,46.21355842248456,2.7499734846437832e-05,0.01568627450980392,0.003643702656206828,3.8343297670570307,lr,0.001960781582696025
madc,fpr,2,7-8,0.9378255395212799,40.16975796607858,0.00011838638710223755,0.03137254901960784,0.0076218581756026,5.64329064361739,lr,0.003921558548824352
madc,fpr,3,8-9,0.8096580050321471,34.02134569841515,0.0005162227666333747,0.06274509803921569,0.0160437217981207,8.102037736254207,lr,0.007843129035691567
cnn-attack,fpr,0,-2--1,0.9589028109803042,45.64237646835315,8.347348080627807e-05,0.00784313725490196,0.006578596286480085,0.2514943264179695,Amplitude,0.019999906491424007
cnn-attack,fpr,1,-2--1,0.891902881223945,38.74019517246303,0.0002257360474938721,0.01568627450980392,0.013042968853590783,0.7483356632799971,Amplitude,0.03999986927399326
cnn-attack,fpr,2,-1-0,0.7360579571636277,31.72098463377432,0.0008196849678288568,0.03137254901960784,0.025784536374927315,1.7474806585080667,Amplitude,0.07999985286398924
cnn-attack,fpr,3,0-1,0.502962232279367,25.704486864663796,0.0031111504879255446,0.06274509803921569,0.050474931092409095,2.8867349929567307,Amplitude,0.15999990068159387
diff-evolve-uap,fpr,1,0-1,0.9417541222469286,40.7990829313654,0.0001082927505578609,0.01568627450980392,0.008389226834445521,0.03687716695047471,Amplitude,0.1568623090673373
diff-evolve-uap,fpr,2,1-3,0.8503558665871176,35.0925531661046,0.0003403544169775371,0.03137254901960784,0.014788209667949456,0.0542837870836794,Amplitude,0.31372501997725744
diff-evolve-uap,fpr,3,5-6,0.6226771061882118,28.44049506821932,0.0014427344507244588,0.06274509803921569,0.03136200734663368,0.02413285672541378,Amplitude,0.6274506436205435
stadv,fpr,0,3-4,0.9999994447715633,91.66990302531836,1.761259162439453e-08,0.00784313725490196,8.96423174512784e-06,0.01596582686442533,lr,0.5156439633332179
stadv,fpr,1,3-4,0.9999982766169776,87.01765295768564,5.49830975447173e-08,0.01568627450980392,1.820949913549692e-05,0.026227895116935813,lr,0.6517706363062685
stadv,fpr,2,4-5,0.9999884715451343,81.1041921152838,4.701495855292763e-07,0.03137254901960784,4.498668151638725e-05,0.046820281841274625,lr,0.8536908577927186
stadv,fpr,3,4-5,0.9999566442585333,74.82421488262975,1.8573387472231648e-06,0.06274509803921569,0.00011209605698810467,0.08811669663135453,lr,1.1424828153809645
korhonen-et-al,fpr,0,3-4,0.9938164860429186,48.93292040549499,1.7194714121471628e-05,0.00784313725490196,0.0031734854370595324,2.614406028282917,lr,0.0007750885374378862
korhonen-et-al,fpr,1,4-5,0.9800285259531543,43.778123787662466,5.5958794772917246e-05,0.01568627450980392,0.005636054885507976,3.892770826856727,lr,0.0015525908021331385
korhonen-et-al,fpr,2,5-6,0.9383630603626723,38.58170418398704,0.00018161260479840173,0.03137254901960784,0.010057283606276387,5.689067324131743,lr,0.0031128388324538846
korhonen-et-al,fpr,3,6-7,0.8357520992000325,33.27435344500514,0.0005949333529457761,0.06274509803921569,0.018175428280073853,8.251292794615178,lr,0.006246872606430697
uap,fpr,0,-1-0,0.9742723629601779,44.41266121663382,4.4443936445631564e-05,0.00784313725490196,0.0058354818872874605,0.04400440872725729,Amplitude,0.0784308509798706
uap,fpr,1,0-1,0.9149446215740092,38.45009286525001,0.00016624793266993644,0.01568627450980392,0.011360678132230247,0.29735803919981224,Amplitude,0.15686230906733734
uap,fpr,2,2-3,0.760734276274309,32.07240165948263,0.0006442679348168539,0.03137254901960784,0.022889940258715585,1.475219741349503,Amplitude,0.31372510932059344
uap,fpr,3,5-6,0.5283595151022329,26.187945846906803,0.0024242637313990033,0.06274509803921569,0.044376661297155236,4.062469294708861,Amplitude,0.6274506436205433
ssah,fpr,0,4-5,0.9921880660418385,47.86464039420898,1.7682214415906533e-05,0.00784313725490196,0.0034706529697370253,3.1098640711547176,lr,0.0007729529974669965
ssah,fpr,1,5-6,0.9760763984412483,43.17111644864375,5.547797596185451e-05,0.01568627450980392,0.005906988982230311,4.533863827782346,lr,0.0015473222405945387
ssah,fpr,2,6-7,0.9310465377197871,38.247072378561576,0.0001674262743592561,0.03137254901960784,0.01015719490939963,6.498349142355734,lr,0.0030997179257643776
ssah,fpr,3,8-9,0.8256644655636722,33.20106366520093,0.0005017849777795654,0.06274509803921569,0.017564044783574907,9.276222444284022,lr,0.006216985127167365
grad-est,fpr,0,-2-0,0.9811778472197243,46.26129965480674,2.7953363139142595e-05,0.00784313725490196,0.004419053673507832,0.08751785339973786,eps,0.007843123246226276
grad-est,fpr,1,1-2,0.9396378509970064,40.28340317797183,9.8421401892265e-05,0.01568627450980392,0.008504793091309717,0.21399275552326075,eps,0.01568625387958473
grad-est,fpr,2,3-4,0.8368178464794439,34.68227274595515,0.0003540637864694601,0.03137254901960784,0.01599039675106432,0.4071092711922851,eps,0.03137253394199675
grad-est,fpr,3,5-6,0.7320183048623622,31.162909179851578,0.0007746497301671611,0.06274509803921569,0.02233110180607309,0.5908116600719776,eps,0.06274507912772695
zhang-et-al-dists,fpr,0,3-4,0.990787173126336,48.13998687461766,2.035826157596265e-05,0.00784313725490196,0.003579714239121441,3.056774590267277,lr,0.0007728618889300957
zhang-et-al-dists,fpr,1,4-5,0.9712061525167256,43.042600499095464,6.53078277727902e-05,0.01568627450980392,0.006292661650943854,4.526102641461682,lr,0.0015472265549341109
zhang-et-al-dists,fpr,2,5-6,0.9157228368415624,37.85676929655097,0.00021128583465810036,0.03137254901960784,0.011192752881082426,6.6202145629214595,lr,0.003098356839315611
zhang-et-al-dists,fpr,3,6-7,0.7897733790815602,32.506335119106915,0.0006969585222949372,0.06274509803921569,0.02028742999165055,9.73395773216607,lr,0.006207990013451298
square-attack,fpr,0,-2-0,0.991278443926873,47.97804827066393,1.930314341773876e-05,0.00784313725490196,0.0022665318234545567,0.28661224571469757,eps,0.007843123413085283
square-attack,fpr,1,1-2,0.9742294822247941,41.770695938165574,7.035420393542719e-05,0.01568627450980392,0.004403664387037355,0.4734518463769316,eps,0.015686254173282427
square-attack,fpr,2,3-4,0.9366931116654279,35.97313564463203,0.0002677520224256591,0.03137254901960784,0.00841269743465227,0.6874509495805735,eps,0.03137253412354922
square-attack,fpr,3,5--1,0.8860802904913326,30.542090529125485,0.0010335080395499224,0.06274509803921569,0.015532750481184285,0.8748570725923568,eps,0.043216788146401716
ifgsm,maniqa,0,1-2,0.9879184380742283,45.98419707735223,2.7995029132626784e-05,0.00784313725490196,0.0041711968022062436,0.38767986958559686,alpha,0.0007843126884483477
ifgsm,maniqa,1,2-3,0.9697068118674734,41.381764645747474,8.103073229655903e-05,0.01568627450980392,0.006813830408223138,0.616764641352156,alpha,0.001568626072197761
ifgsm,maniqa,2,4-5,0.926365113576594,36.810955831038186,0.00022509541190311077,0.03137254901960784,0.011003489314798345,0.9187347668154244,alpha,0.00326284464336808
madc,maniqa,0,5-6,0.9988062299754511,56.97858692406331,2.121072920836595e-06,0.00784313725490196,0.0006019863869534503,0.23895962367136983,lr,0.0009803891890329075
madc,maniqa,1,6-7,0.993291889541985,50.009475788499046,1.217764630153292e-05,0.01568627450980392,0.001698920348275718,0.4161627776523718,lr,0.001960781582696025
madc,maniqa,2,7-8,0.9632425296855622,42.75148237703359,7.262185649466528e-05,0.03137254901960784,0.004796907368058611,0.6313961395684895,lr,0.003921558548824352
madc,maniqa,3,8-9,0.8612570193697844,35.65472546578204,0.0003813342124052555,0.06274509803921569,0.01205922923702591,0.8583658542751191,lr,0.007843129035691567
cnn-attack,maniqa,0,-2--1,0.9623682240929418,45.87949057650392,7.963816965852051e-05,0.00784313725490196,0.006355431309960979,-0.018985307116607047,Amplitude,0.019999906300176156
cnn-attack,maniqa,1,-2--1,0.9012298264421944,38.950500145869924,0.00021561900351613943,0.01568627450980392,0.012635749137463466,-0.04939341939028111,Amplitude,0.03999986870024685
cnn-attack,maniqa,2,-1-0,0.7564931323859856,31.91724135456173,0.0007831735042462067,0.03137254901960784,0.024995857688280696,-0.09377586690229424,Amplitude,0.07999985163999142
cnn-attack,maniqa,3,0-1,0.5264405091086292,25.91408782839079,0.0029590315618616457,0.06274509803921569,0.04882916918677319,-0.15763991348616574,Amplitude,0.15999990018432886
diff-evolve-uap,maniqa,1,0-1,0.9679264069911676,43.27271720334666,5.812651409947185e-05,0.01568627450980392,0.005837795534078484,-0.010569973977711367,Amplitude,0.1568623090673373
diff-evolve-uap,maniqa,2,2-3,0.8872411175131493,36.550782445341014,0.00024092368670045224,0.03137254901960784,0.012296346971683799,-0.028139269772265038,Amplitude,0.31372510932059344
diff-evolve-uap,maniqa,3,5-6,0.6185083311057685,28.383060969604305,0.001475765878125171,0.06274509803921569,0.03200384081633283,-0.10253379251863215,Amplitude,0.6274506436205435
stadv,maniqa,0,2-3,0.9999972880950921,98.38845915257144,5.552428739900254e-08,0.00784313725490196,6.582118384008379e-06,0.001395788618202396,lr,0.37920512256902306
stadv,maniqa,1,3-4,0.9999949267390539,90.96837210284939,1.1481912685975922e-07,0.01568627450980392,1.2421895570979885e-05,0.0026925891960118808,lr,0.5500444921227808
stadv,maniqa,2,4-5,0.9999936420342515,81.90661002590686,1.8112497869695025e-07,0.03137254901960784,2.1035603521271252e-05,0.005047382039623824,lr,0.8696982512231618
stadv,maniqa,3,5-6,0.9999846580330688,73.62779564824417,4.4099728365664925e-07,0.06274509803921569,4.1244240798791646e-05,0.010764639140442421,lr,1.3717622812128307
korhonen-et-al,maniqa,0,3-4,0.9964912817435153,50.765042606084144,1.0858187189432933e-05,0.00784313725490196,0.002169368566362898,0.24539738324149354,lr,0.0007772781109524002
korhonen-et-al,maniqa,1,4-5,0.9897403271116108,45.660684058133256,3.444677649270331e-05,0.01568627450980392,0.0037923404680398672,0.3495399990297564,lr,0.0015605391271504509
korhonen-et-al,maniqa,2,5-6,0.9719118636752067,40.779433155141646,0.00010409261140424675,0.03137254901960784,0.006467868265163447,0.47045321518590566,lr,0.0031399975436574453
korhonen-et-al,maniqa,3,6-7,0.9272714078673621,35.968684150361675,0.0003107795109136059,0.06274509803921569,0.011006685924890614,0.6173498049393864,lr,0.006333314206582966
uap,maniqa,0,-1-1,0.9735810564836028,46.201976573826435,5.266392625198125e-05,0.00784313725490196,0.0053485492067237616,-0.015232059878993412,Amplitude,0.07843085325409549
uap,maniqa,1,-1-1,0.9230591984804963,39.63267452219107,0.00015940689959507786,0.01568627450980392,0.010747789622991846,-0.042742169366960736,Amplitude,0.15686231050841132
uap,maniqa,2,2-3,0.8035118293435397,33.017675316773655,0.0005231252989537544,0.03137254901960784,0.0202900267865813,-0.09806274382310215,Amplitude,0.31372510932059344
uap,maniqa,3,5-6,0.5846789013948295,27.142778346440682,0.0019440335564191778,0.06274509803921569,0.0391598428901937,-0.18262825459975845,Amplitude,0.6274506436205433
ssah,maniqa,0,4-5,0.9918908792133058,47.77787611327199,1.6950891349523693e-05,0.00784313725490196,0.0033257708825818475,0.2990718903438555,lr,0.0007719419732251428
ssah,maniqa,1,5-6,0.980873976001534,43.91217240414395,4.327313220379199e-05,0.01568627450980392,0.00492498163646621,0.4094620709525079,lr,0.0015449256237222509
ssah,maniqa,2,6-7,0.9609212434807052,40.412963694936444,9.595372058777206e-05,0.03137254901960784,0.006837077802184769,0.5322319630360584,lr,0.0030950107671146422
ssah,maniqa,3,8-9,0.9271354753150889,37.24782183631064,0.00019424812089889,0.06274509803921569,0.009262611031280812,0.6821632528038283,lr,0.0062143228572713064
grad-est,maniqa,0,-2-0,0.9811614484492427,46.26149468200659,2.793627070170162e-05,0.00784313725490196,0.004413982301947266,0.021359036986280836,eps,0.007843123246226276
grad-est,maniqa,1,1-2,0.9397947002528454,40.294904902176604,9.802855105960785e-05,0.01568627450980392,0.008486655097666933,0.0510916056529156,eps,0.01568625387958473
grad-est,maniqa,2,3-4,0.8365237849581537,34.70064130602819,0.0003521889408761123,0.03137254901960784,0.01595957849982498,0.10254027402898871,eps,0.03137253394199675
grad-est,maniqa,3,5-6,0.7323669149737179,31.21388541687247,0.0007637013016832492,0.06274509803921569,0.022298546396722553,0.1440540641588276,eps,0.06274507912772695
zhang-et-al-dists,maniqa,0,3-4,0.9907560775244569,47.71781450242846,2.0756117929767235e-05,0.00784313725490196,0.0036044312798758174,0.29807781015615387,lr,0.0007723188379988206
zhang-et-al-dists,maniqa,1,4-5,0.9751484166281115,43.023034101143885,6.103765708524568e-05,0.01568627450980392,0.006038947344108226,0.4160617333306873,lr,0.0015463460358702214
zhang-et-al-dists,maniqa,2,5-6,0.9330696212771086,38.25380495156762,0.00018363465732245123,0.03137254901960784,0.010311552213224863,0.568812547955569,lr,0.0030991773049628096
zhang-et-al-dists,maniqa,3,6-7,0.8292649521714217,33.14603806192262,0.0005972664384581502,0.06274509803921569,0.01849172101933521,0.7892168967980027,lr,0.0062209012132534835
square-attack,maniqa,0,-2-0,0.9913462505106844,47.956327608829085,1.931304930668732e-05,0.00784313725490196,0.0022702259801343897,0.07174075161217003,eps,0.007843123413085283
square-attack,maniqa,1,1-2,0.9760462336742044,41.97345909865635,6.703684570169606e-05,0.01568627450980392,0.004210609776075449,0.11994925288514026,eps,0.015686254173282427
square-attack,maniqa,2,3-4,0.94376781944063,36.56783431642623,0.00023837779953543678,0.03137254901960784,0.0075076681350275684,0.17606012315526295,eps,0.03137253412354922
square-attack,maniqa,3,5-6,0.8936823812657387,30.984374752076846,0.0008596966991290603,0.06274509803921569,0.013633494138545033,0.2489366690231205,eps,0.06274507928498864
ifgsm,linearity,0,1-2,0.9939902402304309,48.7174908475448,1.5248491463272772e-05,0.00784313725490196,0.0030243790272027637,0.7929235839063354,alpha,0.0007843126884483477
ifgsm,linearity,1,2-3,0.9824728311447788,44.10831702479841,4.33780135322315e-05,0.01568627450980392,0.005004195958722708,1.041288030417947,alpha,0.001568626072197761
ifgsm,linearity,2,4-5,0.9427199441106525,38.90514794826886,0.00013775384060065382,0.03137254901960784,0.008847980333747594,1.2905699087575406,alpha,0.00326284464336808
madc,linearity,0,5-6,0.9960632321088387,52.320623514968425,6.205108704840909e-06,0.00784313725490196,0.0017673710289201948,0.6507748159718467,lr,0.0009803891890329075
madc,linearity,1,6-7,0.9827408951004153,45.99344737277917,2.9011133989503355e-05,0.01568627450980392,0.0039010441085262884,0.903898606964479,lr,0.001960781582696025
madc,linearity,2,7-8,0.9340299787511053,39.841366561039656,0.00012734089487145925,0.03137254901960784,0.008190663075869376,1.1260870542978438,lr,0.003921558548824352
madc,linearity,3,8-9,0.810674054234674,33.83847340474767,0.0005261901009167977,0.06274509803921569,0.016570605713019777,1.2895921281152762,lr,0.007843129035691567
cnn-attack,linearity,0,-2--1,0.9682688170445638,46.56128019818975,6.839990838002727e-05,0.00784313725490196,0.005755910537432175,0.141887262003675,Amplitude,0.019999907447663376
cnn-attack,linearity,1,-2--1,0.9166519323517991,39.613937432613454,0.000185330454202093,0.01568627450980392,0.011464577040208632,0.4458789461837398,Amplitude,0.0399998721427257
cnn-attack,linearity,2,-1-0,0.7859330973032981,32.56189417197368,0.0006753637280203121,0.03137254901960784,0.022727227413956212,0.9898274114100198,Amplitude,0.07999985439400048
cnn-attack,linearity,3,0-1,0.564986808027196,26.528395806654196,0.0025716429381038527,0.06274509803921569,0.044643723708415836,1.4642083923057116,Amplitude,0.15999990068159387
diff-evolve-uap,linearity,1,0-1,0.9430806923479975,40.729546766473646,0.00010530665327780187,0.01568627450980392,0.008214631049215852,-0.043454261175429706,Amplitude,0.1568623090673373
diff-evolve-uap,linearity,2,2-3,0.9065275130633357,37.46286431985196,0.00018483624456994016,0.03137254901960784,0.010871608253197749,-0.06906948906002408,Amplitude,0.31372510932059344
diff-evolve-uap,linearity,3,5-6,0.7035932991574153,30.4765383818071,0.0009103431596293775,0.06274509803921569,0.02421509310113338,-0.15493462836090283,Amplitude,0.6274506436205435
stadv,linearity,0,3-4,0.9999995005979729,87.54054010920356,1.5758270261157537e-08,0.00784313725490196,1.196049093249714e-05,0.006333817789377473,lr,0.6058968376981344
stadv,linearity,1,4-5,0.9999980978122257,79.8133394760699,6.386074546415663e-08,0.01568627450980392,2.6226853163341802e-05,0.012007535115781585,lr,0.8144418120194596
stadv,linearity,2,4-5,0.9999927702355011,74.14432941128244,2.534926267944458e-07,0.03137254901960784,5.8673176556924665e-05,0.022269138310122803,lr,1.042403556252653
stadv,linearity,3,5-6,0.9999700305635253,66.5826709733841,1.1410362677248121e-06,0.06274509803921569,0.00012658879207567454,0.03943051756373343,lr,1.3915565759920043
korhonen-et-al,linearity,0,3-4,0.9948692273959672,49.61709275654188,1.377895278715234e-05,0.00784313725490196,0.0028528054869843625,0.5707370170678765,lr,0.00078087984595116
korhonen-et-al,linearity,1,4-5,0.9840686088086266,44.633180980839526,4.352332230761015e-05,0.01568627450980392,0.004969384580939453,0.7931420685116404,lr,0.0015696375294723946
korhonen-et-al,linearity,2,5-6,0.9510275421708695,39.55817302346216,0.0001401174503705017,0.03137254901960784,0.008793911823626507,1.0425853936686278,lr,0.003158659834926108
korhonen-et-al,linearity,3,6-7,0.8643864191017766,34.284126826738245,0.0004689881894440406,0.06274509803921569,0.016004623855593654,1.2760078714837422,lr,0.006375771914673702
uap,linearity,0,-1-0,0.9728531384416107,43.86824521878075,5.0492835477206275e-05,0.00784313725490196,0.006307287338693617,0.017730076505392406,Amplitude,0.0784308509798706
uap,linearity,1,0-1,0.9105189207107813,37.79793421408127,0.0001945673138986982,0.01568627450980392,0.012483148034368268,0.25715865643132474,Amplitude,0.15686230906733734
uap,linearity,2,2-3,0.7612734454653513,31.568482179876085,0.0007260884333352102,0.03137254901960784,0.024619994864836875,0.7889924137655504,Amplitude,0.31372510932059344
uap,linearity,3,5-6,0.5264267865448167,25.59880550080961,0.0027777258544476797,0.06274509803921569,0.0482143412650433,1.587802477766874,Amplitude,0.6274506436205433
ssah,linearity,0,4-5,0.9936888757464559,48.79400168166059,1.349810183528845e-05,0.00784313725490196,0.0030180504233232254,0.6810880322697546,lr,0.0007742059873264565
ssah,linearity,1,5-6,0.9824237218554986,44.5365667205291,3.8156413354878624e-05,0.01568627450980392,0.00484827496665371,0.90462824371711,lr,0.001552614945146596
ssah,linearity,2,6-7,0.9521091073777496,40.03074531918282,0.0001065199721831494,0.03137254901960784,0.007913081957130521,1.115691927148591,lr,0.00311855851549721
ssah,linearity,3,8-9,0.8777775538770246,35.3774129814904,0.00030265384783540806,0.06274509803921569,0.013073553937097741,1.2418629600610382,lr,0.006279002407724207
grad-est,linearity,0,-2-0,0.9814200312328832,46.330940941363295,2.7408944748059466e-05,0.00784313725490196,0.004367204538406297,0.043807493937569955,eps,0.007843123246226276
grad-est,linearity,1,1-2,0.9404726108099442,40.37377230225526,9.636911413343359e-05,0.01568627450980392,0.00840026527043641,0.13667175691176892,eps,0.01568625387958473
grad-est,linearity,2,3-4,0.8378767233061232,34.77445894517706,0.00034631416931348475,0.03137254901960784,0.015795028842053572,0.296007409506139,eps,0.03137253394199675
grad-est,linearity,3,5-6,0.73690118255622,31.38178054824803,0.0007356149682311304,0.06274509803921569,0.02186752957261701,0.3812827523607903,eps,0.06274507912772695
zhang-et-al-dists,linearity,0,3-4,0.9918115313343489,48.31253748922866,1.8386522866528628e-05,0.00784313725490196,0.003456047106987025,0.6755904582732839,lr,0.0007744322076542189
zhang-et-al-dists,linearity,1,4-5,0.9747237728947687,43.37120434425778,5.743277908192484e-05,0.01568627450980392,0.0059848240729167505,0.9272135771901292,lr,0.001552386490082702
zhang-et-al-dists,linearity,2,5-6,0.9236713880216569,38.25957575391737,0.00018699793205644434,0.03137254901960784,0.010637612682219492,1.196280794582512,lr,0.003116057014182876
